Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas255             Pavarde255          4          6          9          1          9
Vardas256             Pavarde256          10          4          1          7          8
Vardas257             Pavarde257          6          7          2          3          10
Vardas258             Pavarde258          1          10          10          1          9
Vardas259             Pavarde259          9          5          6          4          9
Vardas260             Pavarde260          2          5          8          9          8
Vardas261             Pavarde261          8          4          2          1          2
Vardas262             Pavarde262          4          8          4          2          5
Vardas263             Pavarde263          2          3          9          8          10
Vardas264             Pavarde264          8          5          6          2          6
Vardas265             Pavarde265          4          1          6          10          6
Vardas266             Pavarde266          1          9          10          3          1
Vardas267             Pavarde267          6          6          7          3          8
Vardas268             Pavarde268          10          8          2          1          8
Vardas269             Pavarde269          6          4          3          7          9
Vardas270             Pavarde270          2          6          8          5          10
Vardas271             Pavarde271          4          5          9          2          7
Vardas272             Pavarde272          9          3          6          6          10
Vardas273             Pavarde273          7          7          7          2          10
Vardas274             Pavarde274          6          2          8          7          4
Vardas275             Pavarde275          4          2          8          8          5
Vardas276             Pavarde276          3          1          7          6          6
Vardas277             Pavarde277          1          8          1          5          3
Vardas278             Pavarde278          10          9          5          1          3
Vardas279             Pavarde279          7          1          6          6          5
Vardas280             Pavarde280          3          1          9          4          4
Vardas281             Pavarde281          1          2          4          2          1
Vardas282             Pavarde282          9          1          9          2          1
Vardas283             Pavarde283          3          4          9          3          5
Vardas284             Pavarde284          5          2          2          8          4
Vardas285             Pavarde285          7          7          3          8          3
Vardas286             Pavarde286          7          7          2          9          2
Vardas287             Pavarde287          7          5          3          6          1
Vardas288             Pavarde288          9          4          7          6          9
Vardas289             Pavarde289          1          7          4          10          6
Vardas290             Pavarde290          3          5          8          10          1
Vardas291             Pavarde291          1          7          7          5          2
Vardas292             Pavarde292          4          10          1          6          1
Vardas293             Pavarde293          7          5          9          7          4
Vardas294             Pavarde294          1          1          2          7          10
Vardas295             Pavarde295          1          3          4          6          4
Vardas296             Pavarde296          1          7          6          5          1
Vardas297             Pavarde297          9          3          9          5          5
Vardas298             Pavarde298          10          2          7          6          3
Vardas299             Pavarde299          5          2          10          8          5
Vardas300             Pavarde300          10          8          3          7          1
Vardas301             Pavarde301          8          8          2          6          2
Vardas302             Pavarde302          2          6          2          3          5
Vardas303             Pavarde303          5          7          3          4          9
Vardas304             Pavarde304          1          9          3          1          8
Vardas305             Pavarde305          9          10          4          2          5
Vardas306             Pavarde306          8          3          3          8          2
Vardas307             Pavarde307          10          3          5          5          5
Vardas308             Pavarde308          10          3          4          5          4
Vardas309             Pavarde309          2          7          9          8          3
Vardas310             Pavarde310          5          2          3          6          7
Vardas311             Pavarde311          5          5          2          1          10
Vardas312             Pavarde312          9          1          7          2          2
Vardas313             Pavarde313          1          4          2          6          3
Vardas314             Pavarde314          8          3          10          1          2
Vardas315             Pavarde315          10          7          1          6          7
Vardas316             Pavarde316          2          4          7          10          7
Vardas317             Pavarde317          10          9          3          9          9
Vardas318             Pavarde318          3          9          4          2          10
Vardas319             Pavarde319          6          8          1          8          3
Vardas320             Pavarde320          2          4          4          1          6
Vardas321             Pavarde321          10          7          3          1          5
Vardas322             Pavarde322          9          8          9          1          3
Vardas323             Pavarde323          8          3          8          9          4
Vardas324             Pavarde324          8          1          9          8          5
Vardas325             Pavarde325          9          7          10          9          7
Vardas326             Pavarde326          4          4          6          9          7
Vardas327             Pavarde327          2          1          10          5          7
Vardas328             Pavarde328          9          3          6          9          5
Vardas329             Pavarde329          9          9          4          7          6
Vardas330             Pavarde330          1          9          4          2          9
Vardas331             Pavarde331          5          3          3          8          2
Vardas332             Pavarde332          7          10          2          9          8
Vardas333             Pavarde333          5          1          7          4          7
Vardas334             Pavarde334          3          8          10          5          2
Vardas335             Pavarde335          2          9          4          1          9
Vardas336             Pavarde336          7          5          2          4          4
Vardas337             Pavarde337          1          2          8          8          5
Vardas338             Pavarde338          7          4          10          1          8
Vardas339             Pavarde339          8          3          6          10          6
Vardas340             Pavarde340          3          8          1          9          5
Vardas341             Pavarde341          9          1          3          6          8
Vardas342             Pavarde342          1          1          4          5          9
Vardas343             Pavarde343          10          2          3          7          8
Vardas344             Pavarde344          8          6          3          7          4
Vardas345             Pavarde345          7          4          9          8          5
Vardas346             Pavarde346          10          2          2          7          10
Vardas347             Pavarde347          3          1          1          6          10
Vardas348             Pavarde348          6          10          9          6          1
Vardas349             Pavarde349          2          3          6          7          6
Vardas350             Pavarde350          3          5          10          10          4
Vardas351             Pavarde351          3          1          10          8          9
Vardas352             Pavarde352          4          3          9          4          1
Vardas353             Pavarde353          6          6          1          6          2
Vardas354             Pavarde354          2          9          5          1          3
Vardas355             Pavarde355          6          3          5          9          7
Vardas356             Pavarde356          2          9          8          6          9
Vardas357             Pavarde357          4          6          9          6          7
Vardas358             Pavarde358          3          4          2          3          7
Vardas359             Pavarde359          10          5          9          8          4
Vardas360             Pavarde360          10          10          4          5          6
Vardas361             Pavarde361          3          2          5          1          10
Vardas362             Pavarde362          7          10          9          4          10
Vardas363             Pavarde363          9          9          4          3          5
Vardas364             Pavarde364          5          6          8          2          2
Vardas365             Pavarde365          8          3          3          3          7
Vardas366             Pavarde366          5          4          4          7          3
Vardas367             Pavarde367          10          7          4          7          1
Vardas368             Pavarde368          5          8          9          4          10
Vardas369             Pavarde369          7          8          5          5          3
Vardas370             Pavarde370          3          1          5          4          7
Vardas371             Pavarde371          2          2          3          8          2
Vardas372             Pavarde372          7          4          3          3          7
Vardas373             Pavarde373          4          1          2          3          5
Vardas374             Pavarde374          10          9          9          1          8
Vardas375             Pavarde375          4          8          6          7          8
Vardas376             Pavarde376          10          2          9          10          1
Vardas377             Pavarde377          4          4          7          3          2
Vardas378             Pavarde378          4          8          7          6          7
Vardas379             Pavarde379          8          1          2          8          5
Vardas380             Pavarde380          4          8          10          2          8
Vardas381             Pavarde381          9          3          6          3          3
Vardas382             Pavarde382          8          2          1          10          5
Vardas383             Pavarde383          8          4          3          7          6
Vardas384             Pavarde384          7          8          5          2          4
Vardas385             Pavarde385          3          8          8          8          10
Vardas386             Pavarde386          4          2          5          5          2
Vardas387             Pavarde387          4          7          9          10          4
Vardas388             Pavarde388          6          7          9          9          3
Vardas389             Pavarde389          3          9          2          5          7
Vardas390             Pavarde390          5          9          2          2          4
Vardas391             Pavarde391          10          3          1          5          9
Vardas392             Pavarde392          10          6          10          8          6
Vardas393             Pavarde393          6          4          10          4          4
Vardas394             Pavarde394          6          9          8          4          8
Vardas395             Pavarde395          3          2          10          7          10
Vardas396             Pavarde396          10          1          1          4          5
Vardas397             Pavarde397          8          1          6          9          3
Vardas398             Pavarde398          2          9          1          4          2
Vardas399             Pavarde399          6          4          9          9          3
Vardas400             Pavarde400          8          9          5          7          6
Vardas401             Pavarde401          7          3          4          9          8
Vardas402             Pavarde402          2          10          5          10          4
Vardas403             Pavarde403          6          10          8          8          6
Vardas404             Pavarde404          2          1          7          7          10
Vardas405             Pavarde405          3          10          10          9          8
Vardas406             Pavarde406          3          3          4          3          2
Vardas407             Pavarde407          5          8          9          10          8
Vardas408             Pavarde408          4          1          10          4          1
Vardas409             Pavarde409          10          10          5          6          7
Vardas410             Pavarde410          5          6          8          1          3
Vardas411             Pavarde411          2          9          6          1          8
Vardas412             Pavarde412          5          7          10          9          8
Vardas413             Pavarde413          4          4          1          6          1
Vardas414             Pavarde414          4          4          9          9          8
Vardas415             Pavarde415          5          7          9          2          7
Vardas416             Pavarde416          2          7          9          10          8
Vardas417             Pavarde417          4          9          3          3          7
Vardas418             Pavarde418          3          8          5          3          7
Vardas419             Pavarde419          5          6          10          6          9
Vardas420             Pavarde420          6          10          10          2          9
Vardas421             Pavarde421          8          6          4          5          5
Vardas422             Pavarde422          4          3          1          2          1
Vardas423             Pavarde423          8          6          7          1          3
Vardas424             Pavarde424          5          10          10          6          8
Vardas425             Pavarde425          10          5          2          9          10
Vardas426             Pavarde426          10          5          10          4          10
Vardas427             Pavarde427          10          3          2          3          7
Vardas428             Pavarde428          1          4          4          10          7
Vardas429             Pavarde429          10          2          9          3          2
Vardas430             Pavarde430          2          3          9          5          9
Vardas431             Pavarde431          10          10          10          10          3
Vardas432             Pavarde432          8          4          5          4          4
Vardas433             Pavarde433          2          10          8          10          5
Vardas434             Pavarde434          5          4          8          2          4
Vardas435             Pavarde435          1          3          1          10          4
Vardas436             Pavarde436          1          7          1          5          1
Vardas437             Pavarde437          5          2          2          10          10
Vardas438             Pavarde438          4          4          10          5          10
Vardas439             Pavarde439          10          3          7          1          4
Vardas440             Pavarde440          9          6          2          3          4
Vardas441             Pavarde441          6          5          3          5          3
Vardas442             Pavarde442          6          10          10          6          8
Vardas443             Pavarde443          6          6          3          7          9
Vardas444             Pavarde444          9          8          2          6          8
Vardas445             Pavarde445          8          8          10          9          3
Vardas446             Pavarde446          10          1          5          6          7
Vardas447             Pavarde447          6          2          1          7          8
Vardas448             Pavarde448          4          10          7          4          3
Vardas449             Pavarde449          3          2          7          4          6
Vardas450             Pavarde450          5          7          5          7          10
Vardas451             Pavarde451          5          2          7          7          7
Vardas452             Pavarde452          5          2          9          5          7
Vardas453             Pavarde453          7          8          7          10          3
Vardas454             Pavarde454          3          2          1          1          1
Vardas455             Pavarde455          9          3          3          9          2
Vardas456             Pavarde456          2          10          5          6          6
Vardas457             Pavarde457          6          6          2          8          7
Vardas458             Pavarde458          4          2          9          7          5
Vardas459             Pavarde459          2          2          3          3          4
Vardas460             Pavarde460          5          10          4          7          2
Vardas461             Pavarde461          4          7          8          3          8
Vardas462             Pavarde462          1          4          6          4          4
Vardas463             Pavarde463          2          9          7          2          3
Vardas464             Pavarde464          6          9          1          3          4
Vardas465             Pavarde465          2          9          10          8          7
Vardas466             Pavarde466          7          9          1          7          7
Vardas467             Pavarde467          1          5          1          1          9
Vardas468             Pavarde468          7          5          9          4          7
Vardas469             Pavarde469          3          1          9          4          7
Vardas470             Pavarde470          1          2          7          4          7
Vardas471             Pavarde471          9          9          10          2          1
Vardas472             Pavarde472          4          2          1          4          7
Vardas473             Pavarde473          2          10          9          10          4
Vardas474             Pavarde474          6          2          7          3          2
Vardas475             Pavarde475          9          8          3          9          10
Vardas476             Pavarde476          10          4          2          10          10
Vardas477             Pavarde477          8          7          5          9          7
Vardas478             Pavarde478          8          10          5          6          4
Vardas479             Pavarde479          5          1          7          7          5
Vardas480             Pavarde480          2          9          10          10          4
Vardas481             Pavarde481          3          6          1          9          6
Vardas482             Pavarde482          6          7          9          7          5
Vardas483             Pavarde483          8          1          7          1          6
Vardas484             Pavarde484          4          6          5          5          7
Vardas485             Pavarde485          3          4          10          2          3
Vardas486             Pavarde486          1          9          9          4          3
Vardas487             Pavarde487          3          5          7          4          1
Vardas488             Pavarde488          10          7          1          6          5
Vardas489             Pavarde489          2          10          8          4          3
Vardas490             Pavarde490          1          7          5          8          5
Vardas491             Pavarde491          3          8          8          1          8
Vardas492             Pavarde492          7          9          9          6          9
Vardas493             Pavarde493          9          6          8          10          3
Vardas494             Pavarde494          7          7          9          1          7
Vardas495             Pavarde495          6          1          2          9          4
Vardas496             Pavarde496          3          10          3          1          9
Vardas497             Pavarde497          3          2          4          8          10
Vardas498             Pavarde498          9          7          9          2          4
Vardas499             Pavarde499          6          2          8          8          7
Vardas500             Pavarde500          5          5          2          2          6
Vardas501             Pavarde501          4          4          1          1          7
Vardas502             Pavarde502          9          5          8          7          1
Vardas503             Pavarde503          8          4          6          1          8
Vardas504             Pavarde504          2          2          3          9          6
Vardas505             Pavarde505          5          3          7          7          5
Vardas506             Pavarde506          7          1          9          1          10
Vardas507             Pavarde507          5          8          9          10          7
Vardas508             Pavarde508          9          2          5          8          3
Vardas509             Pavarde509          9          9          6          4          5
Vardas510             Pavarde510          2          2          5          2          2
