Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas68             Pavarde68          9          2          3          4          5
Vardas69             Pavarde69          2          2          4          2          10
Vardas70             Pavarde70          10          8          1          9          6
Vardas71             Pavarde71          7          10          7          5          3
Vardas72             Pavarde72          2          2          8          1          2
Vardas73             Pavarde73          10          2          10          6          8
Vardas74             Pavarde74          3          2          6          4          10
Vardas75             Pavarde75          7          5          2          3          2
Vardas76             Pavarde76          1          6          9          8          7
Vardas77             Pavarde77          9          1          8          6          5
Vardas78             Pavarde78          5          5          9          8          8
Vardas79             Pavarde79          6          7          3          8          1
Vardas80             Pavarde80          10          7          5          7          4
Vardas81             Pavarde81          5          7          5          8          10
Vardas82             Pavarde82          8          9          2          1          7
Vardas83             Pavarde83          5          3          5          4          4
Vardas84             Pavarde84          7          10          2          7          5
Vardas85             Pavarde85          4          7          8          2          1
Vardas86             Pavarde86          7          10          7          4          5
Vardas87             Pavarde87          6          7          3          1          4
Vardas88             Pavarde88          10          5          7          7          6
Vardas89             Pavarde89          5          8          5          5          10
Vardas90             Pavarde90          10          2          9          8          10
Vardas91             Pavarde91          1          2          3          2          5
Vardas92             Pavarde92          1          6          8          9          7
Vardas93             Pavarde93          4          2          4          9          6
Vardas94             Pavarde94          1          4          5          4          3
Vardas95             Pavarde95          5          8          7          9          1
Vardas96             Pavarde96          6          7          10          5          1
Vardas97             Pavarde97          10          9          10          10          9
Vardas98             Pavarde98          8          2          7          2          2
Vardas99             Pavarde99          8          4          6          8          7
Vardas100             Pavarde100          8          10          10          3          3
Vardas101             Pavarde101          5          3          9          7          10
Vardas102             Pavarde102          7          8          8          6          4
Vardas103             Pavarde103          7          2          5          3          7
Vardas104             Pavarde104          5          9          9          10          2
Vardas105             Pavarde105          5          3          10          1          2
Vardas106             Pavarde106          3          2          6          5          4
Vardas107             Pavarde107          7          8          3          5          4
Vardas108             Pavarde108          7          8          2          10          1
Vardas109             Pavarde109          9          2          7          2          7
Vardas110             Pavarde110          6          3          2          9          6
Vardas111             Pavarde111          1          6          7          2          6
Vardas112             Pavarde112          2          6          1          7          7
Vardas113             Pavarde113          2          5          5          10          10
Vardas114             Pavarde114          2          5          3          2          6
Vardas115             Pavarde115          3          9          4          5          10
Vardas116             Pavarde116          2          9          4          3          5
Vardas117             Pavarde117          5          10          4          3          5
Vardas118             Pavarde118          8          3          2          2          7
Vardas119             Pavarde119          1          6          4          5          2
Vardas120             Pavarde120          5          5          5          7          6
Vardas121             Pavarde121          7          6          3          5          5
Vardas122             Pavarde122          6          5          7          6          3
Vardas123             Pavarde123          1          9          1          10          2
Vardas124             Pavarde124          4          5          5          4          8
Vardas125             Pavarde125          9          7          3          5          4
Vardas126             Pavarde126          9          6          7          4          10
Vardas127             Pavarde127          3          4          10          1          7
Vardas128             Pavarde128          6          9          3          7          5
Vardas129             Pavarde129          7          5          10          7          5
Vardas130             Pavarde130          2          6          1          2          9
Vardas131             Pavarde131          7          2          4          2          8
Vardas132             Pavarde132          5          8          6          1          1
Vardas133             Pavarde133          4          1          1          7          6
Vardas134             Pavarde134          10          10          1          1          7
Vardas135             Pavarde135          8          6          6          4          2
Vardas136             Pavarde136          3          10          4          2          2
Vardas137             Pavarde137          6          10          1          3          4
Vardas138             Pavarde138          7          6          1          1          2
Vardas139             Pavarde139          2          7          2          7          4
Vardas140             Pavarde140          7          7          6          9          3
Vardas141             Pavarde141          8          8          1          8          3
Vardas142             Pavarde142          8          6          5          10          9
Vardas143             Pavarde143          2          4          3          3          1
Vardas144             Pavarde144          5          5          9          7          2
Vardas145             Pavarde145          10          4          5          9          8
Vardas146             Pavarde146          2          8          8          6          10
Vardas147             Pavarde147          2          6          4          7          2
Vardas148             Pavarde148          1          9          3          8          4
Vardas149             Pavarde149          1          5          10          3          3
Vardas150             Pavarde150          2          10          3          3          7
Vardas151             Pavarde151          9          2          8          10          1
Vardas152             Pavarde152          4          6          10          9          3
Vardas153             Pavarde153          7          3          1          6          9
Vardas154             Pavarde154          10          1          1          6          9
Vardas155             Pavarde155          3          10          7          4          8
Vardas156             Pavarde156          2          10          9          10          2
Vardas157             Pavarde157          10          6          9          6          9
Vardas158             Pavarde158          2          10          3          10          7
Vardas159             Pavarde159          5          5          9          9          6
Vardas160             Pavarde160          4          4          7          9          4
Vardas161             Pavarde161          7          2          6          3          5
Vardas162             Pavarde162          7          9          7          3          4
Vardas163             Pavarde163          4          5          10          1          8
Vardas164             Pavarde164          3          5          10          5          8
Vardas165             Pavarde165          10          5          4          7          6
Vardas166             Pavarde166          2          3          7          7          9
Vardas167             Pavarde167          9          8          9          3          6
Vardas168             Pavarde168          1          1          6          7          4
Vardas169             Pavarde169          9          7          5          5          5
Vardas170             Pavarde170          5          8          10          10          2
Vardas171             Pavarde171          3          3          9          8          1
Vardas172             Pavarde172          6          8          6          3          8
Vardas173             Pavarde173          9          2          4          2          4
Vardas174             Pavarde174          8          7          9          10          6
Vardas175             Pavarde175          7          5          9          2          4
Vardas176             Pavarde176          4          1          5          4          3
Vardas177             Pavarde177          9          9          10          9          6
Vardas178             Pavarde178          8          6          3          1          7
Vardas179             Pavarde179          5          3          2          1          8
Vardas180             Pavarde180          1          5          1          7          6
Vardas181             Pavarde181          5          10          7          4          1
Vardas182             Pavarde182          3          6          4          2          10
Vardas183             Pavarde183          6          3          4          8          6
Vardas184             Pavarde184          2          6          9          9          1
Vardas185             Pavarde185          4          8          7          10          2
Vardas186             Pavarde186          1          10          9          4          3
Vardas187             Pavarde187          1          9          7          9          7
Vardas188             Pavarde188          6          3          2          10          10
Vardas189             Pavarde189          8          1          6          6          7
Vardas190             Pavarde190          5          8          4          4          2
Vardas191             Pavarde191          8          2          2          10          6
Vardas192             Pavarde192          4          5          2          10          7
Vardas193             Pavarde193          7          1          3          5          5
Vardas194             Pavarde194          10          7          9          6          9
Vardas195             Pavarde195          5          4          4          10          2
Vardas196             Pavarde196          6          8          4          8          5
Vardas197             Pavarde197          8          10          2          8          5
Vardas198             Pavarde198          2          2          2          2          5
Vardas199             Pavarde199          2          4          10          7          4
Vardas200             Pavarde200          6          6          1          2          7
Vardas201             Pavarde201          10          8          2          5          2
Vardas202             Pavarde202          4          4          7          5          2
Vardas203             Pavarde203          6          5          2          2          8
Vardas204             Pavarde204          1          1          8          1          5
Vardas205             Pavarde205          8          9          1          3          7
Vardas206             Pavarde206          9          1          10          2          8
Vardas207             Pavarde207          8          1          10          7          9
Vardas208             Pavarde208          6          1          10          2          9
Vardas209             Pavarde209          4          4          5          9          3
Vardas210             Pavarde210          5          2          7          3          8
Vardas211             Pavarde211          1          10          1          10          8
Vardas212             Pavarde212          9          5          2          5          3
Vardas213             Pavarde213          1          2          4          3          2
Vardas214             Pavarde214          6          8          5          10          4
Vardas215             Pavarde215          7          10          8          3          4
Vardas216             Pavarde216          6          6          10          1          8
Vardas217             Pavarde217          9          8          9          7          6
Vardas218             Pavarde218          4          9          5          1          10
Vardas219             Pavarde219          7          3          10          4          6
Vardas220             Pavarde220          1          1          5          1          3
Vardas221             Pavarde221          4          6          5          2          10
Vardas222             Pavarde222          2          4          4          8          6
Vardas223             Pavarde223          5          8          4          10          7
Vardas224             Pavarde224          4          7          7          8          3
Vardas225             Pavarde225          5          9          8          7          1
Vardas226             Pavarde226          2          9          7          7          1
Vardas227             Pavarde227          10          1          8          2          6
Vardas228             Pavarde228          10          9          5          2          2
Vardas229             Pavarde229          1          8          4          3          9
Vardas230             Pavarde230          9          4          1          4          10
Vardas231             Pavarde231          5          10          2          1          1
Vardas232             Pavarde232          9          1          1          3          10
Vardas233             Pavarde233          1          6          8          9          2
Vardas234             Pavarde234          1          9          10          6          7
Vardas235             Pavarde235          2          5          2          9          10
Vardas236             Pavarde236          10          6          2          8          10
Vardas237             Pavarde237          3          3          4          3          7
Vardas238             Pavarde238          2          3          3          6          8
Vardas239             Pavarde239          6          9          8          2          2
Vardas240             Pavarde240          3          10          1          9          4
Vardas241             Pavarde241          1          7          8          4          3
Vardas242             Pavarde242          4          2          9          7          9
Vardas243             Pavarde243          4          6          6          1          3
Vardas244             Pavarde244          3          9          4          7          2
Vardas245             Pavarde245          10          3          7          5          5
Vardas246             Pavarde246          3          4          7          8          3
Vardas247             Pavarde247          8          5          3          2          3
Vardas248             Pavarde248          10          3          8          1          2
Vardas249             Pavarde249          1          3          5          2          10
Vardas250             Pavarde250          5          2          6          3          8
Vardas251             Pavarde251          8          4          7          10          1
Vardas252             Pavarde252          3          9          5          9          1
Vardas253             Pavarde253          10          9          8          8          1
Vardas254             Pavarde254          5          7          3          4          5
Vardas255             Pavarde255          8          4          7          9          1
Vardas256             Pavarde256          6          7          4          2          4
Vardas257             Pavarde257          1          9          8          10          7
Vardas258             Pavarde258          3          7          2          3          10
Vardas259             Pavarde259          2          1          6          9          5
Vardas260             Pavarde260          2          6          10          1          6
Vardas261             Pavarde261          9          10          9          4          7
Vardas262             Pavarde262          9          1          1          5          4
Vardas263             Pavarde263          3          10          3          10          4
Vardas264             Pavarde264          10          6          10          6          2
Vardas265             Pavarde265          2          1          1          5          6
Vardas266             Pavarde266          2          5          10          10          8
Vardas267             Pavarde267          10          5          6          5          7
Vardas268             Pavarde268          9          9          1          5          5
Vardas269             Pavarde269          10          6          7          8          10
Vardas270             Pavarde270          8          5          6          7          6
Vardas271             Pavarde271          10          2          4          4          2
Vardas272             Pavarde272          8          4          9          3          8
Vardas273             Pavarde273          5          6          6          3          1
Vardas274             Pavarde274          7          9          10          4          4
Vardas275             Pavarde275          7          3          7          7          4
Vardas276             Pavarde276          9          5          3          10          2
Vardas277             Pavarde277          1          5          5          4          3
Vardas278             Pavarde278          5          3          9          6          8
Vardas279             Pavarde279          6          8          2          6          5
Vardas280             Pavarde280          6          3          5          6          6
Vardas281             Pavarde281          6          10          10          2          9
Vardas282             Pavarde282          5          10          8          3          3
Vardas283             Pavarde283          3          9          10          2          5
Vardas284             Pavarde284          6          9          2          2          3
Vardas285             Pavarde285          7          5          3          9          9
Vardas286             Pavarde286          9          7          6          8          5
Vardas287             Pavarde287          2          10          6          10          7
Vardas288             Pavarde288          9          8          7          6          9
Vardas289             Pavarde289          8          1          4          1          8
Vardas290             Pavarde290          9          8          4          3          5
Vardas291             Pavarde291          1          10          10          8          3
Vardas292             Pavarde292          5          3          4          5          2
Vardas293             Pavarde293          10          9          7          4          3
Vardas294             Pavarde294          9          10          7          5          6
Vardas295             Pavarde295          9          1          4          9          7
Vardas296             Pavarde296          3          5          7          6          7
Vardas297             Pavarde297          3          9          10          5          10
Vardas298             Pavarde298          3          4          3          1          8
Vardas299             Pavarde299          1          8          9          4          2
Vardas300             Pavarde300          5          2          9          6          4
Vardas301             Pavarde301          8          3          10          4          9
Vardas302             Pavarde302          4          4          6          3          9
Vardas303             Pavarde303          5          3          3          8          7
Vardas304             Pavarde304          9          2          9          10          7
Vardas305             Pavarde305          3          8          10          2          7
Vardas306             Pavarde306          2          2          10          10          2
Vardas307             Pavarde307          1          9          2          5          2
Vardas308             Pavarde308          6          6          1          2          3
Vardas309             Pavarde309          3          6          10          5          8
Vardas310             Pavarde310          3          2          2          3          8
Vardas311             Pavarde311          9          2          7          10          4
Vardas312             Pavarde312          7          2          5          9          5
Vardas313             Pavarde313          1          10          6          4          8
Vardas314             Pavarde314          7          5          5          1          3
Vardas315             Pavarde315          1          2          3          5          6
Vardas316             Pavarde316          10          10          5          2          6
Vardas317             Pavarde317          4          4          10          6          6
Vardas318             Pavarde318          10          1          10          10          2
Vardas319             Pavarde319          10          10          7          8          10
Vardas320             Pavarde320          5          1          9          5          10
Vardas321             Pavarde321          7          1          4          1          1
Vardas322             Pavarde322          2          4          2          4          6
Vardas323             Pavarde323          5          7          9          4          5
Vardas324             Pavarde324          7          6          7          1          9
Vardas325             Pavarde325          7          3          7          5          3
Vardas326             Pavarde326          10          5          10          7          5
Vardas327             Pavarde327          2          8          7          1          7
Vardas328             Pavarde328          9          8          2          9          5
Vardas329             Pavarde329          3          7          1          8          5
Vardas330             Pavarde330          9          2          3          4          8
Vardas331             Pavarde331          5          9          6          2          1
Vardas332             Pavarde332          9          2          3          6          9
Vardas333             Pavarde333          7          8          5          10          9
Vardas334             Pavarde334          10          10          8          4          7
Vardas335             Pavarde335          6          4          5          1          9
Vardas336             Pavarde336          6          10          4          6          3
Vardas337             Pavarde337          5          6          2          4          5
Vardas338             Pavarde338          5          1          10          9          7
Vardas339             Pavarde339          7          7          10          3          9
Vardas340             Pavarde340          3          8          6          6          7
Vardas341             Pavarde341          9          1          6          8          4
Vardas342             Pavarde342          1          10          7          3          1
Vardas343             Pavarde343          8          8          2          4          7
Vardas344             Pavarde344          1          6          9          8          7
Vardas345             Pavarde345          7          6          1          7          9
Vardas346             Pavarde346          5          9          8          2          9
Vardas347             Pavarde347          10          5          2          4          6
Vardas348             Pavarde348          4          1          6          10          10
Vardas349             Pavarde349          5          3          3          1          3
Vardas350             Pavarde350          4          7          9          2          1
Vardas351             Pavarde351          5          9          1          1          8
Vardas352             Pavarde352          2          8          9          2          8
Vardas353             Pavarde353          4          9          10          10          9
Vardas354             Pavarde354          5          5          9          8          3
Vardas355             Pavarde355          1          10          5          7          8
Vardas356             Pavarde356          7          3          8          6          10
Vardas357             Pavarde357          7          5          3          4          5
Vardas358             Pavarde358          6          10          8          4          7
Vardas359             Pavarde359          6          4          4          1          7
Vardas360             Pavarde360          1          7          7          5          9
Vardas361             Pavarde361          10          6          9          4          10
Vardas362             Pavarde362          7          1          6          7          3
Vardas363             Pavarde363          9          4          7          4          9
Vardas364             Pavarde364          2          7          9          2          2
Vardas365             Pavarde365          3          2          9          8          4
Vardas366             Pavarde366          7          5          2          4          8
Vardas367             Pavarde367          1          10          4          5          7
Vardas368             Pavarde368          1          5          6          10          4
Vardas369             Pavarde369          5          2          4          7          4
Vardas370             Pavarde370          7          7          2          1          9
Vardas371             Pavarde371          9          7          1          7          7
Vardas372             Pavarde372          10          5          10          6          10
Vardas373             Pavarde373          6          8          9          9          1
Vardas374             Pavarde374          8          1          5          6          4
Vardas375             Pavarde375          4          8          1          5          2
Vardas376             Pavarde376          2          1          1          7          6
Vardas377             Pavarde377          9          3          5          4          9
Vardas378             Pavarde378          6          5          5          9          9
Vardas379             Pavarde379          7          4          1          3          1
Vardas380             Pavarde380          4          9          8          5          2
Vardas381             Pavarde381          8          6          9          7          1
Vardas382             Pavarde382          8          8          7          5          10
Vardas383             Pavarde383          2          1          9          8          8
Vardas384             Pavarde384          10          1          8          8          9
Vardas385             Pavarde385          3          4          6          7          8
Vardas386             Pavarde386          1          8          9          6          8
Vardas387             Pavarde387          1          3          9          4          2
Vardas388             Pavarde388          5          10          3          5          9
Vardas389             Pavarde389          7          3          3          2          3
Vardas390             Pavarde390          7          9          4          10          8
Vardas391             Pavarde391          7          4          8          5          10
Vardas392             Pavarde392          3          7          8          10          9
Vardas393             Pavarde393          8          8          7          6          9
Vardas394             Pavarde394          4          7          1          4          1
Vardas395             Pavarde395          9          5          4          4          9
Vardas396             Pavarde396          3          5          3          7          10
Vardas397             Pavarde397          8          7          7          2          1
Vardas398             Pavarde398          9          10          3          10          3
Vardas399             Pavarde399          3          3          3          3          8
Vardas400             Pavarde400          9          2          3          10          6
Vardas401             Pavarde401          3          2          2          4          4
Vardas402             Pavarde402          5          8          9          2          9
Vardas403             Pavarde403          1          2          1          7          2
Vardas404             Pavarde404          9          1          10          6          4
Vardas405             Pavarde405          6          4          5          5          6
Vardas406             Pavarde406          6          8          7          10          9
Vardas407             Pavarde407          1          5          7          6          3
Vardas408             Pavarde408          8          8          10          6          9
Vardas409             Pavarde409          3          8          10          3          3
Vardas410             Pavarde410          6          9          2          1          10
Vardas411             Pavarde411          4          9          9          4          7
Vardas412             Pavarde412          8          7          5          5          10
Vardas413             Pavarde413          9          1          5          8          1
Vardas414             Pavarde414          4          6          8          3          6
Vardas415             Pavarde415          8          9          7          4          10
Vardas416             Pavarde416          4          1          9          2          1
Vardas417             Pavarde417          6          8          9          3          2
Vardas418             Pavarde418          5          2          2          9          1
Vardas419             Pavarde419          1          7          1          9          6
Vardas420             Pavarde420          4          10          9          9          7
Vardas421             Pavarde421          2          3          5          8          1
Vardas422             Pavarde422          3          4          5          10          4
Vardas423             Pavarde423          1          7          8          10          6
Vardas424             Pavarde424          10          4          4          5          6
Vardas425             Pavarde425          4          8          2          8          5
Vardas426             Pavarde426          3          9          1          6          10
Vardas427             Pavarde427          2          6          2          2          3
Vardas428             Pavarde428          6          7          1          1          3
Vardas429             Pavarde429          8          9          5          9          10
Vardas430             Pavarde430          9          5          8          5          10
Vardas431             Pavarde431          1          7          4          10          6
Vardas432             Pavarde432          10          7          3          8          2
Vardas433             Pavarde433          2          6          8          8          7
Vardas434             Pavarde434          7          4          9          7          3
Vardas435             Pavarde435          2          1          4          7          2
Vardas436             Pavarde436          8          7          3          8          2
Vardas437             Pavarde437          1          8          10          8          2
Vardas438             Pavarde438          7          5          10          8          4
Vardas439             Pavarde439          7          1          2          2          5
Vardas440             Pavarde440          6          7          1          6          9
Vardas441             Pavarde441          5          8          7          1          4
Vardas442             Pavarde442          3          3          8          6          2
Vardas443             Pavarde443          7          6          3          7          4
Vardas444             Pavarde444          2          3          9          10          3
Vardas445             Pavarde445          3          5          10          7          7
Vardas446             Pavarde446          10          6          6          6          1
Vardas447             Pavarde447          4          3          6          10          10
Vardas448             Pavarde448          10          8          4          10          7
Vardas449             Pavarde449          2          7          5          7          6
Vardas450             Pavarde450          4          5          10          9          3
Vardas451             Pavarde451          6          7          2          3          3
Vardas452             Pavarde452          2          2          6          3          4
Vardas453             Pavarde453          6          6          3          5          4
Vardas454             Pavarde454          8          6          6          6          8
Vardas455             Pavarde455          1          1          6          6          10
Vardas456             Pavarde456          7          8          3          7          1
Vardas457             Pavarde457          2          6          10          1          9
Vardas458             Pavarde458          3          3          6          1          2
Vardas459             Pavarde459          2          1          4          3          9
Vardas460             Pavarde460          9          1          2          2          8
Vardas461             Pavarde461          5          10          5          7          4
Vardas462             Pavarde462          10          4          1          9          3
Vardas463             Pavarde463          5          2          5          7          9
Vardas464             Pavarde464          10          5          9          3          10
Vardas465             Pavarde465          5          8          2          5          7
Vardas466             Pavarde466          3          9          10          8          4
Vardas467             Pavarde467          7          3          5          4          6
Vardas468             Pavarde468          4          1          7          3          7
Vardas469             Pavarde469          2          1          3          9          3
Vardas470             Pavarde470          2          6          8          1          1
Vardas471             Pavarde471          8          8          1          1          1
Vardas472             Pavarde472          7          4          2          7          5
Vardas473             Pavarde473          5          1          6          2          2
Vardas474             Pavarde474          1          1          3          1          4
Vardas475             Pavarde475          3          9          2          1          3
Vardas476             Pavarde476          2          10          3          1          10
Vardas477             Pavarde477          7          1          7          7          2
Vardas478             Pavarde478          4          10          6          4          9
Vardas479             Pavarde479          5          2          10          6          2
Vardas480             Pavarde480          4          1          9          6          3
Vardas481             Pavarde481          5          10          6          3          7
Vardas482             Pavarde482          10          10          3          8          3
Vardas483             Pavarde483          1          4          5          7          5
Vardas484             Pavarde484          6          6          6          7          7
Vardas485             Pavarde485          7          3          7          8          1
Vardas486             Pavarde486          5          7          4          10          1
Vardas487             Pavarde487          3          5          7          1          7
Vardas488             Pavarde488          9          3          6          7          6
Vardas489             Pavarde489          8          1          6          6          10
Vardas490             Pavarde490          3          9          2          4          10
Vardas491             Pavarde491          1          8          7          8          4
Vardas492             Pavarde492          2          4          4          4          2
Vardas493             Pavarde493          4          2          1          9          7
Vardas494             Pavarde494          5          8          7          6          10
Vardas495             Pavarde495          10          10          5          4          1
Vardas496             Pavarde496          7          10          9          4          5
Vardas497             Pavarde497          7          7          9          10          6
Vardas498             Pavarde498          2          3          5          6          5
Vardas499             Pavarde499          9          7          3          7          7
Vardas500             Pavarde500          10          7          6          1          5
Vardas501             Pavarde501          4          10          5          2          9
Vardas502             Pavarde502          9          1          8          7          5
Vardas503             Pavarde503          6          3          9          2          10
Vardas504             Pavarde504          1          6          1          5          9
Vardas505             Pavarde505          10          3          4          10          1
Vardas506             Pavarde506          3          4          10          3          2
Vardas507             Pavarde507          1          10          4          6          4
Vardas508             Pavarde508          4          4          6          9          3
Vardas509             Pavarde509          7          8          5          6          3
Vardas510             Pavarde510          4          4          7          4          1
Vardas511             Pavarde511          9          8          7          6          2
Vardas512             Pavarde512          8          9          5          10          4
Vardas513             Pavarde513          2          6          3          7          7
Vardas514             Pavarde514          9          7          1          2          4
Vardas515             Pavarde515          5          4          5          9          7
Vardas516             Pavarde516          9          1          6          1          5
Vardas517             Pavarde517          5          1          8          4          3
Vardas518             Pavarde518          8          6          4          4          8
Vardas519             Pavarde519          7          3          6          6          2
Vardas520             Pavarde520          7          10          7          6          4
Vardas521             Pavarde521          5          4          7          7          9
Vardas522             Pavarde522          2          10          8          4          6
Vardas523             Pavarde523          5          10          10          7          5
Vardas524             Pavarde524          5          9          2          4          2
Vardas525             Pavarde525          7          2          3          9          3
Vardas526             Pavarde526          1          5          6          1          8
Vardas527             Pavarde527          4          2          3          4          8
Vardas528             Pavarde528          8          6          5          8          2
Vardas529             Pavarde529          8          9          9          9          1
Vardas530             Pavarde530          7          1          7          8          9
Vardas531             Pavarde531          2          2          9          8          2
Vardas532             Pavarde532          3          8          8          3          2
Vardas533             Pavarde533          3          7          5          4          9
Vardas534             Pavarde534          8          3          7          2          10
Vardas535             Pavarde535          6          1          6          4          4
Vardas536             Pavarde536          10          3          5          2          9
Vardas537             Pavarde537          2          1          1          10          6
Vardas538             Pavarde538          8          4          4          10          1
Vardas539             Pavarde539          10          7          10          4          8
Vardas540             Pavarde540          9          4          9          10          5
Vardas541             Pavarde541          7          9          9          10          8
Vardas542             Pavarde542          4          8          3          9          5
Vardas543             Pavarde543          8          4          9          10          6
Vardas544             Pavarde544          5          5          3          3          2
Vardas545             Pavarde545          2          2          2          7          6
Vardas546             Pavarde546          7          6          7          2          8
Vardas547             Pavarde547          3          2          1          3          9
Vardas548             Pavarde548          9          5          6          7          4
Vardas549             Pavarde549          8          1          7          2          1
Vardas550             Pavarde550          10          10          4          2          3
Vardas551             Pavarde551          4          9          9          5          8
Vardas552             Pavarde552          10          3          3          4          8
Vardas553             Pavarde553          10          3          3          4          10
Vardas554             Pavarde554          6          2          7          2          5
Vardas555             Pavarde555          3          4          10          10          1
Vardas556             Pavarde556          7          5          10          2          1
Vardas557             Pavarde557          6          2          7          4          5
Vardas558             Pavarde558          6          4          2          3          9
Vardas559             Pavarde559          2          2          10          4          10
Vardas560             Pavarde560          4          1          8          9          8
Vardas561             Pavarde561          2          2          5          3          8
Vardas562             Pavarde562          6          1          2          7          9
Vardas563             Pavarde563          1          2          3          5          3
Vardas564             Pavarde564          6          7          2          7          3
Vardas565             Pavarde565          4          7          2          9          4
Vardas566             Pavarde566          10          2          9          1          8
Vardas567             Pavarde567          8          5          6          10          10
Vardas568             Pavarde568          10          3          7          2          9
Vardas569             Pavarde569          9          6          2          4          7
Vardas570             Pavarde570          3          9          6          10          8
Vardas571             Pavarde571          10          4          6          8          8
Vardas572             Pavarde572          1          7          8          5          6
Vardas573             Pavarde573          1          8          7          5          7
Vardas574             Pavarde574          8          8          9          1          1
Vardas575             Pavarde575          9          5          5          2          7
Vardas576             Pavarde576          7          2          10          5          7
Vardas577             Pavarde577          7          5          4          9          6
Vardas578             Pavarde578          9          8          6          7          4
Vardas579             Pavarde579          9          7          4          8          7
Vardas580             Pavarde580          2          3          1          5          3
Vardas581             Pavarde581          10          4          5          3          6
Vardas582             Pavarde582          4          8          8          3          4
Vardas583             Pavarde583          8          2          5          2          10
Vardas584             Pavarde584          10          5          5          8          5
Vardas585             Pavarde585          8          3          9          9          4
Vardas586             Pavarde586          6          9          1          6          4
Vardas587             Pavarde587          4          4          8          2          2
Vardas588             Pavarde588          5          2          1          4          6
Vardas589             Pavarde589          3          4          8          9          8
Vardas590             Pavarde590          5          6          5          5          1
Vardas591             Pavarde591          10          4          9          6          3
Vardas592             Pavarde592          10          2          2          5          9
Vardas593             Pavarde593          5          6          6          2          10
Vardas594             Pavarde594          3          3          10          4          5
Vardas595             Pavarde595          4          8          1          5          2
Vardas596             Pavarde596          9          8          1          9          10
Vardas597             Pavarde597          6          6          2          4          3
Vardas598             Pavarde598          2          6          3          10          6
Vardas599             Pavarde599          9          2          6          10          2
Vardas600             Pavarde600          1          9          4          1          4
Vardas601             Pavarde601          7          7          7          5          3
Vardas602             Pavarde602          1          4          6          7          6
Vardas603             Pavarde603          4          3          7          8          8
Vardas604             Pavarde604          9          7          9          5          10
Vardas605             Pavarde605          1          9          7          4          7
